track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRLCFIM128F145ACE5,Five Magics,Megadeth,https://p.scdn.co/mp3-preview/a8c15c490ae38aebe69e4e82576b8d2e4fdb8f67?cid=774b29d4f13844c495f206cafdad9c86,0bdmmf6Xx7q9MTArpdCJCB,"metal, heavy_metal, thrash_metal",Metal,2010,360640,0.162,0.977,4,-3.615,0,0.425,0.000569,0.48,0.962,0.148,179.03,5
TRMORYM12903CA73CA,The Dilemma,You Me at Six,https://p.scdn.co/mp3-preview/aab861e0073a8859277dbf55986100ca13c3279e?cid=774b29d4f13844c495f206cafdad9c86,1hMcVM9XVaC2sPUuI2JP0Z,alternative_rock,,2011,171000,0.505,0.836,1,-3.799,0,0.0446,0.0682,0.0,0.313,0.367,80.987,4
TRCLRKC128F92FFFD5,VI Scose Poise,Autechre,https://p.scdn.co/mp3-preview/c4b5597d5578ef10444fd1d00de2adfc9b5e65d6?cid=774b29d4f13844c495f206cafdad9c86,590UMXfthFy1uWpW8HvCQo,"electronic, ambient, experimental, industrial, idm, noise, avant_garde",Electronic,2001,416933,0.581,0.317,11,-19.451,0,0.0925,0.88,0.878,0.0832,0.127,88.732,5
TRREZTZ128F428272F,Góðan daginn,Sigur Rós,https://p.scdn.co/mp3-preview/9fdf52482b888bebd0727a8ef3d1fcfdb4c68829?cid=774b29d4f13844c495f206cafdad9c86,0VxvAlBYgt8EWHngUcn6JZ,"indie, ambient, chillout, acoustic, post_rock, beautiful",,2008,315320,0.334,0.454,2,-10.787,1,0.0357,0.267,0.246,0.116,0.0403,123.902,4
TRGRYXG128F932AE4D,The Philosopher,Death,https://p.scdn.co/mp3-preview/c8e879706478d52d095d006476172457a29dc9ad?cid=774b29d4f13844c495f206cafdad9c86,1tSOyjMlunoGZSdzNufJ8k,death_metal,Rock,1993,250600,0.326,0.764,3,-13.373,1,0.0538,0.000447,0.00513,0.056,0.363,132.29,3
TRXRKOH128F42485FC,Octopus's Garden,The Beatles,https://p.scdn.co/mp3-preview/af56fd35f303eeb970d5ada1c5e88d4d4564de4d?cid=774b29d4f13844c495f206cafdad9c86,4tf8AQP0RUd5Bs3KxUT5ly,"rock, pop, classic_rock, british, psychedelic, 60s, oldies",,2006,198635,0.485,0.627,1,-9.702,0,0.0416,0.0737,1.14e-05,0.338,0.359,92.163,4
TRHQTZZ128F14933E9,Desert Bus Ride,Gustavo Santaolalla,https://p.scdn.co/mp3-preview/4881c5569c1aafe8237fc3727ffd235136c46538?cid=774b29d4f13844c495f206cafdad9c86,2z1TUZzLHkorelPdx2MYv3,soundtrack,World,2006,115480,0.397,0.000586,0,-19.682,1,0.063,0.985,0.836,0.101,0.311,134.666,5
TRAHDEK128F4280192,We've Had Enough,Alkaline Trio,https://p.scdn.co/mp3-preview/a2e620ac726d5a0b0429abbd44cc6dd86573f81a?cid=774b29d4f13844c495f206cafdad9c86,0z2GhxLrQxAJ4F8bEGhSIZ,"rock, punk, punk_rock, emo",,2011,168666,0.601,0.877,2,-6.902,1,0.0355,0.00429,0.0,0.181,0.659,89.991,4
TRSHPJY12903CDEBFF,Little League,Cap'n Jazz,https://p.scdn.co/mp3-preview/1f2ff44010bb2f062985d0db2d5c9ccbc1dc990a?cid=774b29d4f13844c495f206cafdad9c86,4sTOB09Az124jAuQOACah5,"indie, punk, post_punk, emo, post_hardcore",Rock,1998,236560,0.299,0.913,9,-7.645,1,0.0598,0.00158,0.00331,0.122,0.156,101.059,3
TRKDXAT128F92FF1B2,Children of the Grave,Black Sabbath,https://p.scdn.co/mp3-preview/393b35840a1a96f08080adb8d6942e9f5c5feeff?cid=774b29d4f13844c495f206cafdad9c86,00iV838pAEznn1qLoG8Rxy,"rock, metal, classic_rock, hard_rock, heavy_metal, 70s, doom_metal",,1971,317206,0.319,0.65,6,-13.927,1,0.0375,0.0762,0.129,0.0962,0.383,149.886,4
TRFQDHT128F4277E01,Even Cowgirls Get The Blues,The Gaslight Anthem,https://p.scdn.co/mp3-preview/6e34570e36bc1fbb4a035f79783fdd0032c6630d?cid=774b29d4f13844c495f206cafdad9c86,1i2OJwKdX1aZNZG4JEutp1,"rock, punk_rock",Rock,2008,214680,0.429,0.776,8,-4.981,0,0.0318,0.00713,0.0,0.107,0.297,139.996,3
TROIFVV128F42B8B76,From Out of Nowhere,Faith No More,https://p.scdn.co/mp3-preview/15626ace6d44aa3e19831660c6a4d3c826cd3fbe?cid=774b29d4f13844c495f206cafdad9c86,0CThJnAB984vIz5OFBuGjA,"rock, alternative, metal, alternative_rock, hard_rock, 80s, progressive_rock, 90s",Metal,2003,201133,0.276,0.989,0,-5.37,0,0.077,0.00102,0.006,0.264,0.0862,161.183,4
TRSGKDF128F92E5078,Handful Of Nothing,Pain of Salvation,https://p.scdn.co/mp3-preview/24df73094386bf6dfbc5231260cabc028e1a6472?cid=774b29d4f13844c495f206cafdad9c86,04a3E6NOUA4pnediWqSSdO,progressive_metal,,1998,339866,0.338,0.942,4,-6.838,0,0.0647,0.0168,0.00204,0.186,0.172,150.717,3
TRVNFML128F426EF40,Nr 9,Myslovitz,https://p.scdn.co/mp3-preview/72aaa6cade5b9622fb5409c13baa952d3b3f3a3d?cid=774b29d4f13844c495f206cafdad9c86,5hZLxunxwQzybPIVNYYUCL,"rock, alternative, polish",,2005,366720,0.53,0.524,9,-12.71,1,0.0325,0.000704,0.926,0.0891,0.338,127.981,4
TRRSUIU128F935A43D,Warped,Red Hot Chili Peppers,https://p.scdn.co/mp3-preview/e78bd2f3db012813cff981de6e491ea838e4a126?cid=774b29d4f13844c495f206cafdad9c86,08oMTkbfiHPAXBsiTqZiHB,"rock, hard_rock, 90s, funk",,2011,351840,0.288,0.81,9,-7.9,1,0.0596,0.0912,0.0426,0.464,0.517,162.636,5
TRMWRAO128F428B1AE,Harlesden,London Elektricity,https://p.scdn.co/mp3-preview/dc43be7accd170a4bd4995ceec627380541ffbd1?cid=774b29d4f13844c495f206cafdad9c86,088wr5FctXWLmvNShTaX4g,drum_and_bass,,2003,344546,0.596,0.915,8,-7.551,1,0.0505,3.05e-05,0.857,0.0623,0.713,175.996,4
TRQMZWR128F425640C,Ballad of Jim Jones,The Brian Jonestown Massacre,https://p.scdn.co/mp3-preview/b83a65d9b98ff1e835ec960bd3dea98e20de7bf5?cid=774b29d4f13844c495f206cafdad9c86,22cNT5VegsIaTKEradZhGO,"indie, folk, psychedelic, psychedelic_rock",,2004,135320,0.31,0.583,9,-4.742,1,0.0328,0.00104,0.000686,0.144,0.331,147.55,3
TRXVKDW128F92D1658,Mexican,Roni Size,https://p.scdn.co/mp3-preview/880c318b3e41e45c61f7b978e7b9ce2087aa0d8f?cid=774b29d4f13844c495f206cafdad9c86,1zafMfAlZ4FZzsKAcbk12F,"electronic, drum_and_bass",,2000,287200,0.417,0.98,1,-3.025,0,0.0782,8.32e-05,0.884,0.658,0.476,174.977,4
TRASMRF128F42876E2,The Earth and The Sun,Moving Mountains,https://p.scdn.co/mp3-preview/db44e89a3d851fa5793e1d3afa2dbd6a519558b5?cid=774b29d4f13844c495f206cafdad9c86,0ASwVUstfxlBu2pCbPty5C,post_rock,,2007,233824,0.167,0.367,9,-10.713,1,0.0362,0.758,0.822,0.0933,0.0371,110.825,5
TRCXKLH12903CD752F,Gaijinrocker,Electric Universe,https://p.scdn.co/mp3-preview/c89ca81edec8effc7eca8b0d6fc8604e2cd2a8ba?cid=774b29d4f13844c495f206cafdad9c86,1h7S7Krb6EsXQeqVMXt2Hf,trance,,2004,515613,0.526,0.895,1,-8.34,1,0.038,0.000257,0.755,0.243,0.306,145.991,4
TRAGGHG128F4232C46,If 6 Was 9,Jimi Hendrix,https://p.scdn.co/mp3-preview/195bd086d34c6a9ba85eccccd69dcaefe2d09a3e?cid=774b29d4f13844c495f206cafdad9c86,0J3CHAStO3pNGTnYnxKZod,"rock, classic_rock, blues, psychedelic, 60s, psychedelic_rock, guitar, blues_rock",,1967,334520,0.39,0.648,8,-9.789,1,0.137,0.00428,0.0531,0.689,0.493,103.496,3
TRQBFPM128F92F8FD3,American Slang,The Gaslight Anthem,https://p.scdn.co/mp3-preview/c75fb0ba8e60e02ff716f26af235f13e0a1c4b81?cid=774b29d4f13844c495f206cafdad9c86,0bYOgWCqCiQ6mJZXyLLvQH,"rock, alternative_rock, punk, punk_rock, american",,2010,221253,0.56,0.818,0,-3.051,1,0.0329,0.000237,0.00349,0.18,0.714,131.949,4
TRUWHYU128F9325B06,Sad Pony Guerrilla Girl,Xiu Xiu,https://p.scdn.co/mp3-preview/7a62770624bdad55cef69f2f9fdd5bd2829ce55e?cid=774b29d4f13844c495f206cafdad9c86,72JEmWZI8jgqMnu9GNYF3d,"electronic, indie, experimental, post_rock, noise",Rock,2003,198000,0.504,0.339,10,-10.344,0,0.0665,0.792,0.000282,0.104,0.394,99.39,5
TRVOKKU128F423DAC0,Medical Deviance,Aborted,https://p.scdn.co/mp3-preview/a4684109d43dbcfd843407dc4502963b36c2205d?cid=774b29d4f13844c495f206cafdad9c86,0ByQ1g1IIjU3NtXzw8pCrS,"death_metal, grindcore",,2003,191800,0.439,0.992,10,-3.422,0,0.154,3e-06,0.795,0.165,0.115,107.993,4
TRBXLFU128F427A494,Creature Fear,Bon Iver,https://p.scdn.co/mp3-preview/e4c91622605aed3e792e95ee03ed5636ca148aa9?cid=774b29d4f13844c495f206cafdad9c86,1ybu2CSF26zyquwCWb6YQJ,"alternative, indie, folk, indie_rock, singer_songwriter, acoustic, american, love, beautiful, 00s, mellow",Folk,2007,186120,0.393,0.125,2,-15.945,1,0.0577,0.932,0.00736,0.325,0.181,104.381,3
TRLTZPT128F427778F,Gang Bang,Madonna,https://p.scdn.co/mp3-preview/2cae28256ff0b930f1b7a7c728d514de58706b22?cid=774b29d4f13844c495f206cafdad9c86,2ySP177IDeiXXOy92Gad9s,"electronic, pop, dance",,2012,326040,0.822,0.712,10,-8.84,0,0.0823,0.00456,0.43,0.071,0.276,127.007,4
TRTIILE12903CBD7CB,Moving Pictures Silent Films,Great Lake Swimmers,https://p.scdn.co/mp3-preview/ece1ef3875bd2dbf6bca58b8f63b7e0b529de580?cid=774b29d4f13844c495f206cafdad9c86,12HLg3jbBIMhVDzBBc3ADl,"indie, folk, singer_songwriter, male_vocalists, mellow",Rock,2011,331333,0.373,0.234,7,-14.023,1,0.0317,0.924,0.0684,0.438,0.153,128.594,3
TRSFPCO128F424B4AC,The Destroying Angel,Anaal Nathrakh,https://p.scdn.co/mp3-preview/d7cb60515cd4ce8575fcd0315ca4a96b8bd908a8?cid=774b29d4f13844c495f206cafdad9c86,0HSO9R3uK9nXAjESTksaLV,"black_metal, grindcore",,2006,191813,0.317,0.657,7,-4.593,1,0.166,5.58e-06,0.000458,0.326,0.0355,118.579,4
TRTIPCB128F92E96CD,Mirror of Nature,Narsilion,https://p.scdn.co/mp3-preview/5397507a273ea5aebf676062da146f6bd08ccb04?cid=774b29d4f13844c495f206cafdad9c86,0Gj1yjlGPsY6rKHuFrb1Xi,"ambient, new_age",,2004,461480,0.166,0.444,9,-8.104,0,0.0328,0.74,0.666,0.394,0.0372,132.953,3
TRUFPTE128F425EC12,Red River Rock,Johnny & The Hurricanes,https://p.scdn.co/mp3-preview/583a4ace8efd6a6f741959ecc146522c4cfff085?cid=774b29d4f13844c495f206cafdad9c86,014vGoc52AWLSjQ4U0GlO8,"instrumental, 60s, oldies",,2014,135106,0.321,0.821,4,-11.115,0,0.0788,0.227,0.668,0.0974,0.676,151.398,4
TRMVJYF12903D0C39C,Intro//A Cosmic Drama,Flying Lotus,https://p.scdn.co/mp3-preview/4f6855ecaf57d2d955e1445c1661d70fc155f526?cid=774b29d4f13844c495f206cafdad9c86,61z0V2sucJ90PkegVA0up3,"experimental, hip_hop, idm, chill",Electronic,2010,74760,0.218,0.554,9,-7.744,0,0.0324,0.292,0.0526,0.133,0.131,62.156,5
TRQDYPW12903CCBC1E,Love and War,Drowning Pool,https://p.scdn.co/mp3-preview/c1732d9500e84104255a1c19f4aa2c0a144e9193?cid=774b29d4f13844c495f206cafdad9c86,0p9d0DJYhlAxhnzMSvG1Dq,"rock, metal, hard_rock, nu_metal",,2004,217840,0.44,0.927,11,-2.639,0,0.0645,0.00054,0.0,0.234,0.484,118.041,4
TRSJBBQ128F93296DA,Fragment II,Library Tapes,https://p.scdn.co/mp3-preview/7e201c16a99036f424a358bdf35b3b4eff9630fe?cid=774b29d4f13844c495f206cafdad9c86,1A60T9pI8l36PofYe4YtZK,"ambient, experimental, instrumental, piano",,2008,240506,0.252,0.0516,5,-21.321,1,0.0313,0.956,0.928,0.102,0.0299,79.857,5
TRUKUBH128F424AAB5,Don's Intro,Groundation,https://p.scdn.co/mp3-preview/3635154806973c6160693d7e0ef7fd4fa22acc3f?cid=774b29d4f13844c495f206cafdad9c86,3j1PwcZA2E7QZ9G46i2XC7,reggae,Reggae,2006,351973,0.76,0.48,8,-12.896,0,0.0475,0.0353,0.494,0.122,0.879,96.577,4
TRBTTSE128F14735B6,11:11,Rodrigo y Gabriela,https://p.scdn.co/mp3-preview/4f7422acbe0eb5bc40c57e8dabd7438edd5d977b?cid=774b29d4f13844c495f206cafdad9c86,0DzbBf0O89of6L5uSalR1l,"acoustic, guitar",,2011,316080,0.481,0.655,4,-14.062,0,0.0614,0.784,0.944,0.532,0.55,101.205,5
TRFVRTT128E078EF0A,Rise & Shine,The Cardigans,https://p.scdn.co/mp3-preview/3a882e9b64b355fcf73de4bbd3c5a2404e165c23?cid=774b29d4f13844c495f206cafdad9c86,0N6MpAZI5L3qhMxdIXGfh8,"rock, alternative, indie, pop, swedish",,2008,211373,0.361,0.867,4,-4.157,1,0.0307,0.00371,4.28e-05,0.199,0.628,161.671,4
TROJLLU128F93443B3,Miel,Arca,https://p.scdn.co/mp3-preview/f4b62c7c1edb751830e493155ab8b94a9bc041db?cid=774b29d4f13844c495f206cafdad9c86,6710gBUhQfgmGb27S91PlZ,"experimental, dark_ambient",,2017,176251,0.276,0.327,8,-21.028,1,0.138,0.929,0.501,0.108,0.237,72.792,5
TRYJSUC128F425B28F,Never Been To Spain,Three Dog Night,https://p.scdn.co/mp3-preview/0a313f758c46cfcc3eb3946f2ca5f2df0dc0dcad?cid=774b29d4f13844c495f206cafdad9c86,2O6fSyDUuA8wMKIFxHHukc,"classic_rock, 70s, oldies",,2008,253066,0.321,0.881,2,-8.561,1,0.124,0.0184,0.0448,0.731,0.492,94.572,4
TRUJQKA128F9350989,Please Send Me Someone To Love,Sade,https://p.scdn.co/mp3-preview/8b1cba7c59ff1c20d7d689738d7eefbc5e5557c9?cid=774b29d4f13844c495f206cafdad9c86,06gasbM99VrJ1Gf8VVQ8V8,"jazz, soul, soundtrack, blues, chill",,1993,221266,0.411,0.295,4,-14.428,1,0.0393,0.431,0.00031,0.159,0.142,179.618,3
TRIEISV128F424D548,Erotomania,Dream Theater,https://p.scdn.co/mp3-preview/8d4bdd75107a894babddc1017b890c1dd9b2c304?cid=774b29d4f13844c495f206cafdad9c86,3pE7aRwRVf1557k2ZNHk3d,"instrumental, progressive_rock, progressive_metal",,1994,404400,0.318,0.851,6,-7.738,0,0.0453,0.000209,0.908,0.214,0.458,102.075,4
TRLJFHJ128F92DC60F,Kylie From Connecticut,Ben Folds,https://p.scdn.co/mp3-preview/9699c8de53ff1e7ef408b26a6384b088775841db?cid=774b29d4f13844c495f206cafdad9c86,1adpXOQs4iW1MEr7HG9fYg,"piano, pop_rock",,2008,283266,0.455,0.291,7,-9.295,0,0.0323,0.626,0.000316,0.0988,0.194,125.9,3
TRMJJUO12903CF23CE,Burnt To A Shell,The Haunted,https://p.scdn.co/mp3-preview/367c66e86fd49c1153ae1647c231e98a39f6c2dc?cid=774b29d4f13844c495f206cafdad9c86,194VomMpFDyqBbhBoQU4Y2,"thrash_metal, melodic_death_metal",,2004,227200,0.453,0.831,9,-5.268,1,0.0502,7.17e-05,0.0364,0.0604,0.113,72.477,4
TRUKBDD128F93128B7,I Knew,Lightning Dust,https://p.scdn.co/mp3-preview/e3a06246c64fe55e493112c1b23ae3916af92782?cid=774b29d4f13844c495f206cafdad9c86,05EaxpaM7lhx1qk0A0uJAC,"alternative, indie, female_vocalists",Rock,2009,151200,0.409,0.846,6,-9.267,1,0.0604,0.00824,0.0285,0.13,0.378,159.574,3
TRBZDKJ128F9361E18,Good Good Lovin',James Brown,https://p.scdn.co/mp3-preview/78f80a8898effa44d4f0406224525bbf200fa336?cid=774b29d4f13844c495f206cafdad9c86,00WAEyWhgJtv0Owzz6QQEW,"soul, funk, oldies",,2012,140000,0.583,0.667,5,-10.329,1,0.13,0.735,9.85e-06,0.107,0.97,156.536,4
TRYBWLQ128F42A10AA,Fornicatus Benefictus,Behemoth,https://p.scdn.co/mp3-preview/d7b6ff19ce4510386cc59cb1d32e372459e8d2a7?cid=774b29d4f13844c495f206cafdad9c86,12PLGdzULc58b6sOE9WhxI,"metal, black_metal, death_metal, dark_ambient",,2002,52746,0.472,0.813,1,-9.773,1,0.0493,1.29e-05,0.73,0.242,0.296,135.085,5
TRRNUDX128F429594C,The Moon Is Down,Explosions in the Sky,https://p.scdn.co/mp3-preview/de7b07b564aa6cc6dab666a05202081325d9d770?cid=774b29d4f13844c495f206cafdad9c86,74joYQr5dbovBShQKtjdHF,"ambient, experimental, instrumental, chillout, post_rock",,2001,602800,0.286,0.492,9,-10.0,0,0.0358,0.448,0.885,0.118,0.0931,112.346,4
TRXWWUL128F92EE961,Here I am,Dave Keller,https://p.scdn.co/mp3-preview/5dbe7ce5ee28466ad8ecf2217414ca58d5a2bdf5?cid=774b29d4f13844c495f206cafdad9c86,0a8UQMvfbdmgUJYc8aizpc,blues,,2007,222306,0.612,0.472,7,-9.302,0,0.094,0.612,0.000333,0.185,0.364,174.713,3
TRRXBFV12903D09E54,Out of Reach,Funeral for a Friend,https://p.scdn.co/mp3-preview/fdd795bb0edb9f4987e35e4646ec71dc38c9726a?cid=774b29d4f13844c495f206cafdad9c86,3xJMWhxG5TIjBllZ70kuAV,"rock, hardcore, emo, post_hardcore, screamo",Electronic,2007,213800,0.398,0.912,1,-3.569,1,0.0386,6.02e-06,0.0,0.0892,0.634,92.533,4
TRNZEFS12903CC67D1,Death of a Shade of a Hue,of Montreal,https://p.scdn.co/mp3-preview/6e7a9d76659934fe6befbea6c88bb9e224b3bcfe?cid=774b29d4f13844c495f206cafdad9c86,1ZIXbcmFYi546r4Fe27mBC,"indie, experimental, emo, avant_garde",Rock,2005,174866,0.162,0.406,11,-7.471,0,0.0354,0.609,0.00012,0.221,0.0441,173.948,5
TRGTPJD128F4295407,Keys to the Kingdom,Linkin Park,https://p.scdn.co/mp3-preview/562d807d1826bf6ca8a02c45829953bbcb62f724?cid=774b29d4f13844c495f206cafdad9c86,2cZXlLwkRmDww37tbEygXl,"rock, alternative_rock, nu_metal",Electronic,2014,218546,0.395,0.976,7,-4.553,1,0.137,0.00735,0.000222,0.379,0.334,184.011,4
TRZREIT128F93552B1,"Speak, See, Remember",Pavement,https://p.scdn.co/mp3-preview/023266be6e5f979d11b1521141219cd6aebba6db?cid=774b29d4f13844c495f206cafdad9c86,0FHe5PqrViHAgnvas9vAae,"rock, alternative, indie, indie_rock, guitar, britpop",Rock,1999,259959,0.501,0.469,9,-9.67,1,0.0307,0.251,0.000297,0.295,0.526,111.972,5
TRXCWXK12903D0A482,Scared To Death,Him,https://p.scdn.co/mp3-preview/3421ea2a0b5816bcfde68b6c2b440d1cb21ef446?cid=774b29d4f13844c495f206cafdad9c86,0boca3V8Q0GVqBgHRQbOXL,"metal, gothic_metal",,2012,222986,0.471,0.896,9,-2.545,1,0.0454,0.00218,4.88e-05,0.424,0.372,129.021,4
TREASBS12903CDB339,Song to Hall Up High,Bathory,https://p.scdn.co/mp3-preview/aba142cce242a547b921fc12eed2d4aeb8d46d18?cid=774b29d4f13844c495f206cafdad9c86,0OP6L8hTBhm1k3AOojwgPL,black_metal,,2006,152840,0.29,0.404,9,-11.573,1,0.027,0.479,0.0,0.0936,0.169,82.84,5
TRNMZGW128F931417F,After The Gold Rush,Michael Hedges,https://p.scdn.co/mp3-preview/d6724a57d39331797b517ea837fce28c9b40c5e3?cid=774b29d4f13844c495f206cafdad9c86,1x2vvSO62yeEVE6qoS6KSu,"acoustic, guitar, new_age",,2003,248533,0.497,0.0586,7,-21.01,1,0.0366,0.901,0.582,0.1,0.072,142.071,4
TRCRQFE12903CA6BB3,Galapagos,Emancipator,https://p.scdn.co/mp3-preview/edd8b75c9306efecc2a6b34d446ee700c4f4350b?cid=774b29d4f13844c495f206cafdad9c86,1EWOtsGlxEeyc9WsDw45rP,"ambient, instrumental, mellow, lounge",,2013,117894,0.165,0.18,0,-22.32,0,0.0413,0.98,0.917,0.109,0.0623,61.617,5
TRBRSRV128F149EE32,When the Lights Go Down,Armand van Helden,https://p.scdn.co/mp3-preview/1a67b0f21719a904b6b001f70ab38cf153ee24c6?cid=774b29d4f13844c495f206cafdad9c86,2wni2Co8pk8RcDEYRCZSs7,"dance, house",,2006,239986,0.735,0.924,0,-6.284,0,0.0846,0.00196,0.0045,0.0788,0.83,132.001,4
TRHIHZI128F428CAEC,Weekend Sex Change,The Dillinger Escape Plan,https://p.scdn.co/mp3-preview/3d16539182c264603f2ee4ef19b66e6f1fa8ea7f?cid=774b29d4f13844c495f206cafdad9c86,0ZvoRLaP0trHV92SjN8dtc,progressive_metal,Metal,1999,191573,0.35,0.735,2,-9.718,1,0.12,0.00943,0.593,0.393,0.197,118.373,5
TRDSVQP128F933CB73,Moonland,Nick Cave & The Bad Seeds,https://p.scdn.co/mp3-preview/cd5180f7476d255f8d2cc77e26d8b98c7f9a209d?cid=774b29d4f13844c495f206cafdad9c86,00UOCNBBQtdTMLyE2Jvaxb,"rock, alternative_rock, post_punk, male_vocalists, 00s, blues_rock",Rock,2008,233640,0.606,0.522,0,-7.737,1,0.0391,0.253,2.05e-06,0.175,0.722,164.254,4
TRQPOOC12903CB7862,Vivid Cheek Love Song,Deerhoof,https://p.scdn.co/mp3-preview/1b3aedebd292ca4b1574bb75dec2f007316e8b2d?cid=774b29d4f13844c495f206cafdad9c86,26m5ku9ZMbhqoawxQeRWwT,"indie, experimental",Rock,2005,134720,0.478,0.68,2,-7.09,1,0.0861,0.5,3.87e-05,0.103,0.313,124.217,1
TRZUNED128F92E1A37,On The Beach,York,https://p.scdn.co/mp3-preview/a1cd35d3a0d913fd2a69b724e0bf427aa1cd4bb8?cid=774b29d4f13844c495f206cafdad9c86,01jXRz16sxlg2wAhsDe8a8,"dance, trance",,2011,195453,0.651,0.977,1,-4.237,1,0.0292,0.00518,0.0137,0.0636,0.513,137.965,4
TRSOCHC128F92D5152,Omen Reprise,The Prodigy,https://p.scdn.co/mp3-preview/8b9484a40e22d7310bd40136f05a91a445d678ac?cid=774b29d4f13844c495f206cafdad9c86,04NzY6lfr99gmtF9hGA5yv,"electronic, industrial, techno",Electronic,2009,134160,0.362,0.565,11,-7.314,0,0.03,0.00692,0.123,0.0724,0.153,89.381,5
TRCBXEZ128F9336B33,Titanic,Frederik,https://p.scdn.co/mp3-preview/396fbec1194d3efe86ed1f1c7e43efb060bb7812?cid=774b29d4f13844c495f206cafdad9c86,02FiiuByZFfLDTVYdGZkVM,"pop, grindcore",,2014,164573,0.617,0.747,5,-5.42,0,0.116,0.407,1.41e-05,0.129,0.818,138.596,4
TRSDVIC128F42B4D97,If It's Lovin' That You Want,Rihanna,https://p.scdn.co/mp3-preview/4c69089657bfe27aacef05e90425d66d560829c5?cid=774b29d4f13844c495f206cafdad9c86,1IWV7G11o4JzWs42mQGrxU,"pop, female_vocalists, dance, hip_hop, reggae, rnb",,2007,208226,0.542,0.643,10,-9.25,0,0.302,0.103,0.0,0.0173,0.732,131.218,5
TRRVDIM128F9351D9E,Leaving Here,Eddie Holland,https://p.scdn.co/mp3-preview/5f1a0a251a7a36e474caafc6eda595c8cd97ebbf?cid=774b29d4f13844c495f206cafdad9c86,0bNgWEpJo0bKWr6a6W23SF,"soul, oldies",,2005,151760,0.379,0.939,0,-3.89,1,0.0616,0.717,1.68e-06,0.254,0.868,201.233,4
TRHJGPX128F9360FEF,Standing Around Crying,Muddy Waters,https://p.scdn.co/mp3-preview/99e1a521a86c25b25bca8f992269b8e452da5fe4?cid=774b29d4f13844c495f206cafdad9c86,04ytlhswbkNGAhVYAj3HV6,"blues, blues_rock",,2014,205773,0.444,0.336,0,-7.139,0,0.0338,0.935,0.0,0.29,0.463,141.942,3
TRLMGUH128F9301533,Stalker,Recoil,https://p.scdn.co/mp3-preview/7aa34e3ccea345633c217ee7b1af845d91281fb6?cid=774b29d4f13844c495f206cafdad9c86,2ll4av63zuqMhjTLw7FLm7,"electronic, alternative, experimental, dark_ambient",Rap,1997,402840,0.527,0.79,9,-6.435,0,0.0861,0.181,0.0546,0.102,0.109,119.792,4
TRWZRZO128F4291173,Higher Forms of Pornography,Pig Destroyer,https://p.scdn.co/mp3-preview/5a220894c2bc9ac5541701fef6331bbd4d37558b?cid=774b29d4f13844c495f206cafdad9c86,3awqY4bBPitI9tLj16xaLv,grindcore,Metal,2000,55266,0.407,0.921,1,-5.608,1,0.268,0.00122,0.000212,0.142,0.292,133.746,5
TRUSXHJ128F92F83D1,Discordia,Misery Index,https://p.scdn.co/mp3-preview/cd1ae028f84730235691748fd7e6830e428a6636?cid=774b29d4f13844c495f206cafdad9c86,7xGyg2XMUCpO6Uyqeb1863,"death_metal, grindcore",,2006,267693,0.407,0.973,6,-4.087,1,0.0645,2.79e-05,0.51,0.111,0.0745,101.925,4
TRHXDPZ128F9308694,The Hazards of Love 3 (Revenge!),The Decemberists,https://p.scdn.co/mp3-preview/ef90553e43170fc310000c79b0977b274f7dac24?cid=774b29d4f13844c495f206cafdad9c86,0qRHqLn1aeHT8JsgQIpaDb,"indie, folk, indie_rock, progressive_rock",Rock,2009,201906,0.277,0.655,7,-5.848,1,0.0312,0.116,0.000204,0.452,0.283,154.999,3
TRXPXKR128F932E01A,Stasis,Black Sun Empire,https://p.scdn.co/mp3-preview/b7a3b36687996409de5cd4b066214d52b869ab8a?cid=774b29d4f13844c495f206cafdad9c86,0bRltGrdrNptX4HdqnmjwK,drum_and_bass,,2006,425026,0.581,0.999,2,-2.029,1,0.167,0.00118,0.845,0.107,0.382,174.014,4
TRPMHWC128C7196709,Transmission 1,DJ Shadow,https://p.scdn.co/mp3-preview/e7ae2e1720683da272d524e5b5f5320f6318f6ed?cid=774b29d4f13844c495f206cafdad9c86,4fKy9sf6h7YIOpqm6ilWpc,"electronic, ambient, hip_hop, trip_hop",Electronic,1996,35106,0.321,0.422,0,-15.608,1,0.0433,0.627,0.972,0.195,0.692,106.614,5
TRUBDKQ128F42A7FA4,Uns Versos,Adriana Calcanhotto,https://p.scdn.co/mp3-preview/ad22f16688e9afe4ced6c75db0d2b384199f802d?cid=774b29d4f13844c495f206cafdad9c86,4MzAoCByLMANvZxN7cIA2O,female_vocalists,,2000,188066,0.473,0.388,4,-10.677,0,0.0445,0.866,0.0,0.717,0.355,135.826,4
TRJAFPP128F426AB25,Peephole,System of a Down,https://p.scdn.co/mp3-preview/ab3cefa07c97112a37e2080fae453c9ecd428be5?cid=774b29d4f13844c495f206cafdad9c86,0ln00tqirDLAkNsZ8RawGM,"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Rock,1998,244106,0.537,0.831,0,-5.564,1,0.0384,0.000879,0.554,0.207,0.391,110.505,3
